item_id,order_id,product_id,quantity,unit_price,discount_percent
86,142,6,7.0,411.19,4.52
87,2087,54,7.0,592.92,2.48
88,884,2,3.0,592.09,14.58
89,790,55,2.0,227.99,11.18
90,548,15,7.0,488.38,4.51
91,605,66,8.0,220.98,26.04
92,614,33,5.0,194.37,8.8
93,305,77,1.0,130.35,16.05
94,506,36,8.0,522.28,25.05
95,2095,42,3.0,233.63,3.03
96,346,96,-7.0,108.75,19.59
97,444,25,5.0,391.35,20.83
98,221,56,3.0,310.91,27.29
99,417,54,5.0,687.16,9.54
100,333,79,10.0,610.72,9.86
101,13,41,8.0,633.38,15.97
102,2102,74,8.0,493.0,29.55
103,323,60,10.0,398.03,12.46
104,291,63,7.0,219.65,25.49
105,114,23,7.0,341.02,27.01
106,646,88,6.0,12.29,12.12
107,947,23,1.0,369.32,5.17
108,669,54,1.0,621.51,29.97
109,2109,79,10.0,667.93,0.68
110,399,25,3.0,330.13,14.17
111,136,4,8.0,362.59,7.26
112,657,78,3.0,552.36,22.46
113,533,50,7.0,430.02,21.47
114,2114,62,1.0,152.28,23.06
115,524,57,2.0,249.92,17.39
116,376,44,4.0,74.95,19.26
117,504,97,5.0,443.47,7.74
118,144,37,6.0,173.03,21.48
119,731,38,3.0,493.34,19.1
120,311,2,9.0,583.06,18.55
121,160,65,6.0,91.48,26.12
122,2122,9,5.0,383.74,21.86
123,511,82,9.0,241.4,0.99
124,520,71,9.0,134.88,17.0
125,758,84,4.0,410.9,18.27
126,195,9,3.0,340.21,17.57
127,550,7,2.0,222.73,5.92
128,499,2,2.0,626.81,17.67
129,1,53,8.0,450.47,8.51
130,545,36,9.0,544.43,28.37
131,998,64,2.0,355.58,25.86
132,843,100,4.0,323.83,15.91
133,625,87,3.0,370.28,4.74
134,529,84,7.0,542.35,14.16
135,149,94,6.0,75.68,12.51
136,992,83,8.0,607.81,6.26
137,2137,55,6.0,252.72,18.53
138,77,42,10.0,183.36,19.78
139,499,78,1.0,592.75,11.08
140,138,10,7.0,484.69,17.22
141,336,98,9.0,407.68,23.16
142,729,47,8.0,105.07,6.83
143,995,33,1.0,204.68,24.18
144,62,66,10.0,257.76,23.95
145,589,9,10.0,327.04,4.75
146,588,79,4.0,573.94,8.31
147,757,43,10.0,402.34,24.61
148,589,80,-1.0,575.83,25.67
149,546,86,10.0,406.35,17.31
150,316,4,1.0,420.61,9.82
151,214,21,5.0,698.72,0.82
152,127,49,4.0,343.99,6.17
153,96,65,9.0,77.27,14.67
154,325,27,9.0,487.95,-4.74
155,969,9,5.0,388.52,24.31
156,988,83,1.0,583.22,3.84
157,2157,77,5.0,129.56,5.17
158,760,86,2.0,346.44,12.11
159,637,4,0.0,415.95,1.39
160,538,1260,4.0,565.85,14.27
161,550,78,1.0,715.54,3.85
162,629,13,10.0,320.02,28.27
163,98,37,2.0,197.0,9.03
164,605,74,5.0,528.75,19.84
165,36,50,4.0,442.75,25.06
166,12,62,4.0,141.83,13.56
167,559,96,9.0,131.74,7.66
168,563,13,6.0,392.48,12.8
169,97,59,2.0,145.48,9.21
170,85,65,9.0,80.0,0.5
171,616,73,0.0,362.63,20.81
172,163,22,10.0,446.45,16.22
173,208,52,,446.61,4.08
174,570,27,10.0,597.6,4.21
175,996,32,3.0,422.34,25.03
176,283,52,10.0,443.19,20.17
177,121,68,10.0,382.33,3.75
178,73,97,6.0,386.74,25.14
179,437,91,8.0,142.34,29.93
180,372,86,7.0,423.97,8.41
181,258,43,5.0,333.22,24.18
182,606,35,8.0,378.9,15.57
183,617,83,10.0,525.86,17.4
184,835,96,8.0,118.37,28.21
185,797,4,-3.0,323.44,27.62
186,870,46,6.0,515.04,23.51
187,651,21,9.0,694.95,23.43
188,92,79,4.0,661.13,2.71
189,655,49,8.0,398.24,22.64
190,115,40,9.0,229.72,18.55
191,729,85,5.0,601.37,3.99
192,754,38,2.0,562.9,7.38
193,27,89,4.0,224.96,4.36
194,879,57,9.0,209.18,15.56
195,924,96,6.0,112.85,27.0
196,366,89,4.0,179.8,27.52
197,549,78,6.0,647.22,29.55
198,55,57,7.0,197.5,13.45
199,489,19,6.0,416.55,28.42
200,503,98,7.0,483.66,20.24
201,897,53,9.0,503.34,29.13
202,602,10,9.0,427.33,29.39
203,856,84,2.0,464.41,21.03
204,391,18,3.0,560.1,26.37
205,412,45,2.0,309.3,0.61
206,61,13,-9.0,339.62,24.0
207,72,25,8.0,341.83,26.16
208,588,57,3.0,227.63,18.66
209,813,40,2.0,256.45,27.01
210,628,59,9.0,148.32,20.06
211,145,63,0.0,244.2,14.41
212,773,13,2.0,364.19,17.25
213,560,37,8.0,191.13,12.13
214,504,72,7.0,355.88,23.13
215,43,12,10.0,435.46,9.41
216,990,25,9.0,400.19,22.16
217,380,6,2.0,417.04,9.61
218,585,2,7.0,678.85,0.14
219,852,23,4.0,321.14,4.25
220,904,88,5.0,14.41,8.18
221,424,25,8.0,380.18,1.25
222,707,82,3.0,227.43,9.82
223,698,89,9.0,190.22,22.83
224,207,72,4.0,325.37,3.28
225,189,89,4.0,220.34,13.26
226,516,25,0.0,320.56,25.78
227,474,83,7.0,495.08,5.52
228,2228,57,4.0,207.4,16.41
229,67,1329,,186.95,27.05
230,60,99,4.0,67.6,0.59
231,586,37,7.0,194.33,18.38
232,466,20,6.0,290.94,28.89
233,165,3,5.0,269.67,16.24
234,861,27,7.0,545.97,28.57
235,682,93,4.0,508.32,26.21
236,922,98,6.0,425.26,3.26
237,853,80,4.0,577.07,11.53
238,2238,27,3.0,564.9,4.68
239,203,41,3.0,655.1,22.9
240,37,9,1.0,352.08,2.7
241,762,28,2.0,486.47,24.85
242,297,72,3.0,369.98,12.29
243,717,89,4.0,182.96,13.35
244,391,62,1.0,132.67,13.23
245,21,86,6.0,330.59,4.05
246,154,86,6.0,414.76,10.64
247,637,54,6.0,558.86,15.61
248,928,84,5.0,454.68,8.19
249,676,71,-10.0,146.74,5.99
250,712,90,6.0,640.18,12.22
251,737,25,5.0,377.89,24.16
252,918,17,2.0,20.49,17.16
253,2253,2,6.0,536.95,18.78
254,895,86,2.0,430.17,27.8
255,2255,88,1.0,13.95,5.78
256,508,24,10.0,337.77,0.19
257,148,74,2.0,489.58,9.64
258,651,38,9.0,,10.34
259,700,97,1.0,482.62,18.6
260,783,1360,2.0,568.7,20.94
261,583,41,8.0,631.45,16.38
262,2262,46,8.0,628.81,12.1
263,157,97,1.0,433.92,26.11
264,445,85,3.0,551.19,11.74
265,23,21,9.0,665.89,14.97
266,500,8,2.0,75.27,8.68
267,823,1367,5.0,215.34,18.55
268,543,93,3.0,485.62,13.41
269,335,41,8.0,648.63,9.93
270,330,74,4.0,593.98,7.47
271,321,13,3.0,360.15,18.08
272,273,50,,461.47,14.21
273,636,19,6.0,455.88,6.0
274,946,16,1.0,477.97,8.47
275,839,39,3.0,423.8,12.64
276,152,49,10.0,402.73,13.68
277,292,17,1.0,24.04,11.06
278,2278,56,7.0,325.36,19.31
279,41,8,3.0,67.42,3.07
280,95,46,7.0,536.12,1.86
281,712,12,8.0,539.04,6.82
282,25,90,0.0,670.23,28.63
283,397,86,9.0,401.04,20.91
284,2284,30,1.0,363.75,15.27
285,156,81,5.0,480.96,25.04
286,201,34,5.0,420.73,20.16
287,2287,14,4.0,574.7,24.99
288,838,60,4.0,360.5,15.33
289,186,27,7.0,535.47,22.62
290,612,86,4.0,322.54,0.94
291,281,39,10.0,389.34,19.37
292,382,54,5.0,562.88,7.88
293,820,16,1.0,393.89,3.38
294,908,72,1.0,351.9,4.6
295,2295,56,7.0,338.04,19.7
296,727,62,-5.0,,7.04
297,895,56,8.0,323.69,8.6
298,841,21,6.0,609.13,19.18
299,382,45,3.0,306.53,16.27
300,617,18,6.0,532.88,20.41
301,941,81,6.0,445.86,23.96
302,211,51,7.0,81.57,15.59
303,564,22,6.0,461.95,11.2
304,840,74,7.0,496.04,19.32
305,772,1,9.0,415.08,20.85
306,311,70,-4.0,286.49,5.57
307,260,16,6.0,450.86,10.3
308,635,62,0.0,118.57,9.59
309,882,97,2.0,503.09,28.47
310,2310,63,2.0,185.36,21.73
311,466,44,0.0,92.85,25.64
312,11,76,1.0,146.79,13.9
313,948,93,10.0,504.75,13.55
314,616,15,2.0,392.97,23.27
315,792,39,6.0,404.99,21.41
316,119,18,10.0,504.93,20.97
317,711,70,0.0,344.46,2.01
318,681,52,4.0,398.45,4.86
319,457,70,5.0,339.89,17.46
320,208,18,-7.0,573.2,3.38
321,10,18,4.0,476.09,14.24
322,398,81,2.0,499.57,25.84
323,75,32,7.0,426.93,7.87
324,892,51,6.0,89.57,22.46
325,810,53,3.0,452.4,2.25
326,576,100,1.0,339.07,24.2
327,549,40,8.0,284.12,20.65
328,620,74,6.0,515.48,15.51
329,275,37,4.0,207.03,16.98
330,846,87,5.0,372.38,18.39
331,705,88,9.0,13.27,15.6
332,299,27,6.0,553.58,7.37
333,582,44,10.0,82.3,16.52
334,832,64,9.0,414.69,5.98
335,502,61,6.0,505.63,24.04
336,285,69,,337.07,26.74
337,640,37,4.0,198.23,27.84
338,24,41,3.0,575.71,18.49
339,759,35,2.0,360.13,13.79
340,226,1,5.0,407.57,13.38
341,419,57,7.0,197.56,22.95
342,448,68,1.0,449.98,18.2
343,616,88,7.0,13.04,7.46
344,615,4,10.0,363.57,24.0
345,2345,56,7.0,276.05,11.0
346,173,75,10.0,482.01,11.44
347,725,12,9.0,548.47,13.59
348,286,24,5.0,416.83,18.63
349,893,95,9.0,442.42,0.52
350,79,13,3.0,367.09,11.07
351,192,2,3.0,511.91,15.14
352,50,17,10.0,22.05,7.37
353,255,78,2.0,594.94,15.87
354,564,52,8.0,430.78,18.17
355,770,53,8.0,393.37,29.84
356,926,49,1.0,302.14,13.07
357,886,98,5.0,536.92,27.11
358,730,27,7.0,493.67,19.2
359,359,50,7.0,467.14,16.55
360,868,46,5.0,636.79,4.38
361,26,81,1.0,515.36,10.41
362,821,16,8.0,460.12,16.44
363,992,49,8.0,316.11,22.86
364,283,6,1.0,465.84,12.53
365,561,1465,2.0,39.45,23.61
366,170,64,8.0,434.75,11.16
367,591,95,6.0,543.61,17.69
368,797,29,7.0,399.57,14.97
369,975,33,3.0,191.26,28.69
370,101,65,7.0,76.21,4.87
371,68,8,7.0,64.87,28.13
372,901,51,7.0,74.12,24.14
373,608,11,2.0,171.64,14.78
374,828,20,1.0,254.2,25.31
375,717,74,3.0,464.89,17.49
376,842,22,8.0,433.48,15.78
377,67,34,9.0,389.19,0.96
378,712,58,9.0,399.87,12.54
379,868,42,8.0,185.56,17.63
380,460,93,6.0,598.78,13.06
381,966,94,4.0,74.98,11.72
382,862,33,8.0,227.64,25.88
383,764,55,10.0,257.83,4.93
384,897,19,3.0,465.15,27.22
385,2385,47,10.0,110.6,24.73
386,341,95,5.0,567.61,18.37
387,973,6,10.0,492.01,1.34
388,643,9,7.0,383.76,6.93
389,461,84,4.0,463.12,0.13
390,842,1490,1.0,487.62,24.43
391,514,94,5.0,78.17,17.41
392,799,31,7.0,68.52,6.01
393,663,62,3.0,124.43,8.77
394,437,21,5.0,654.35,2.06
395,874,31,5.0,66.57,3.64
396,477,62,5.0,121.15,5.29
397,257,80,2.0,613.87,15.66
398,947,45,7.0,336.08,23.28
399,636,100,2.0,378.09,28.01
400,469,83,0.0,584.34,0.51
401,347,1,8.0,378.71,16.84
402,507,71,6.0,169.98,19.14
403,436,14,5.0,566.26,24.47
404,871,10,6.0,442.6,0.68
405,729,18,10.0,463.89,29.24
406,127,28,2.0,524.12,16.51
407,832,74,9.0,508.0,26.86
408,941,12,5.0,423.69,103.08
409,110,76,4.0,153.39,17.07
410,18,94,3.0,82.64,7.16
411,897,94,4.0,76.56,18.4
412,300,52,7.0,416.22,25.68
413,664,1,7.0,389.65,17.3
414,991,17,4.0,25.34,20.52
415,983,1,2.0,323.49,6.19
416,805,48,7.0,249.74,19.89
417,399,86,4.0,373.81,7.56
418,801,8,9.0,84.71,4.22
419,15,98,10.0,437.46,6.03
420,987,21,8.0,592.01,14.58
421,522,19,6.0,379.16,19.75
422,21,14,5.0,609.28,27.94
423,947,24,-9.0,354.17,20.69
424,2,24,5.0,396.6,8.16
425,863,73,2.0,401.3,9.74
426,778,43,7.0,330.31,16.95
427,45,53,2.0,459.57,21.55
428,380,1528,10.0,672.82,26.69
429,946,16,5.0,455.11,22.83
430,555,97,1.0,518.56,23.87
431,516,74,7.0,583.98,16.69
432,643,86,3.0,327.81,5.38
433,303,85,10.0,709.57,6.12
434,307,56,2.0,289.91,5.14
435,864,14,3.0,469.72,6.88
436,533,87,10.0,473.27,26.59
437,546,28,7.0,466.28,9.47
438,818,3,5.0,286.55,26.24
439,923,95,2.0,515.46,21.37
440,185,30,4.0,336.23,26.53
441,348,12,6.0,416.2,14.72
442,809,82,3.0,269.11,16.4
443,169,44,1.0,90.58,25.89
444,169,82,2.0,275.66,13.17
445,59,96,1.0,110.78,20.17
446,297,34,9.0,376.44,14.3
447,79,98,10.0,473.43,15.21
448,2448,34,7.0,352.12,15.48
449,577,53,5.0,434.63,1.47
450,591,6,1.0,415.13,12.31
451,633,3,9.0,235.16,1.41
452,855,72,1.0,375.22,19.31
453,902,67,4.0,603.5,4.65
454,634,93,10.0,527.81,8.93
455,775,48,9.0,306.35,7.56
456,400,81,6.0,465.97,26.2
457,739,44,3.0,96.38,0.7
458,422,38,9.0,554.38,21.92
459,513,36,3.0,410.67,20.65
460,59,38,4.0,488.75,24.86
461,726,94,3.0,83.33,13.64
462,127,78,4.0,577.46,6.5
463,2463,53,2.0,468.39,15.15
464,399,65,9.0,74.26,27.35
465,2465,14,7.0,550.04,27.73
466,484,64,5.0,463.81,27.24
467,697,48,6.0,252.72,2.13
468,791,14,4.0,508.26,0.79
469,200,93,4.0,487.42,13.54
470,95,5,5.0,25.85,1.29
471,812,64,7.0,349.56,20.81
472,800,6,1.0,440.76,26.54
473,28,88,6.0,15.3,23.03
474,54,66,7.0,284.95,12.73
475,637,68,5.0,375.22,-9.97
476,244,86,9.0,349.92,11.23
477,684,89,10.0,236.43,17.43
478,588,3,8.0,227.2,22.69
479,641,80,7.0,710.79,19.25
480,693,59,9.0,125.12,11.52
481,339,38,9.0,557.57,25.71
482,111,100,4.0,392.29,12.13
483,418,3,8.0,249.92,12.53
484,179,40,4.0,268.34,18.07
485,973,85,1.0,693.25,26.92
486,121,89,7.0,227.33,4.42
487,693,85,9.0,611.66,2.18
488,494,13,3.0,340.45,10.11
489,864,35,3.0,371.01,15.27
490,31,22,-4.0,420.4,18.01
491,57,98,4.0,524.24,10.05
492,50,49,10.0,369.19,2.19
493,418,81,10.0,517.52,1.51
494,2494,64,10.0,433.05,13.47
495,884,17,-6.0,25.45,14.76
496,394,21,10.0,550.02,28.1
497,994,26,2.0,364.82,21.45
498,985,60,2.0,449.8,27.23
499,2499,15,7.0,487.65,3.97
500,354,25,2.0,337.61,17.78
501,593,19,5.0,356.92,8.26
502,210,14,9.0,528.02,23.73
503,192,21,8.0,709.63,3.07
504,998,74,8.0,531.4,22.74
505,843,15,3.0,450.4,10.15
506,2506,90,7.0,519.7,14.35
507,509,52,3.0,487.76,11.28
508,176,81,3.0,555.29,10.98
509,459,88,10.0,14.05,28.11
510,336,59,1.0,137.8,7.06
511,803,3,3.0,240.07,1.02
512,679,56,10.0,344.68,19.45
513,867,66,2.0,253.61,16.37
514,2514,84,6.0,485.08,13.43
515,996,4,8.0,421.62,1.9
516,507,64,3.0,398.32,14.92
517,133,74,1.0,572.01,0.02
518,812,7,1.0,275.57,11.7
519,468,4,3.0,400.6,10.28
520,957,59,4.0,134.97,5.57
521,700,74,7.0,615.19,16.39
522,106,22,6.0,447.26,27.96
523,399,74,10.0,515.63,18.24
524,882,65,7.0,91.42,15.57
525,573,79,8.0,543.41,0.23
526,899,66,2.0,255.94,14.53
527,722,31,1.0,65.39,2.65
528,848,14,3.0,586.25,14.28
529,244,58,-1.0,415.36,4.49
530,291,12,6.0,488.47,29.93
531,575,94,-8.0,71.87,15.43
532,412,18,9.0,514.89,1.75
533,519,97,8.0,400.21,21.18
534,915,70,10.0,360.9,23.63
535,515,79,2.0,556.14,4.08
536,44,40,4.0,221.47,7.09
537,847,42,2.0,211.86,15.65
538,756,13,5.0,348.16,17.59
539,512,89,4.0,223.53,21.58
540,2540,47,3.0,126.57,2.09
541,725,14,4.0,551.58,26.36
542,640,49,2.0,353.86,6.12
543,546,61,2.0,476.27,10.5
544,997,81,3.0,565.81,9.76
545,795,95,9.0,425.01,26.07
546,661,9,4.0,397.42,27.77
547,980,4,3.0,415.5,6.42
548,104,42,10.0,216.62,4.32
549,373,32,9.0,438.8,12.54
550,755,64,7.0,415.14,7.83
551,794,92,3.0,173.9,-9.15
552,253,77,9.0,132.09,21.24
553,975,67,-3.0,744.34,4.04
554,744,71,1.0,158.83,18.2
555,532,73,4.0,400.01,20.02
556,548,8,1.0,71.2,27.68
557,876,42,2.0,242.91,26.16
558,2558,20,3.0,278.9,10.45
559,490,95,1.0,417.7,12.47
560,608,78,3.0,682.02,3.47
561,947,59,3.0,140.37,2.68
562,133,6,1.0,478.81,27.77
563,203,96,1.0,113.22,132.88
564,107,37,2.0,194.34,18.76
565,9,42,3.0,181.47,24.7
566,991,49,2.0,300.52,27.92
567,354,89,1.0,202.36,4.26
568,563,47,3.0,126.29,26.64
569,494,55,10.0,231.16,1.81
570,737,11,-10.0,150.05,8.44
571,351,21,1.0,602.14,7.49
572,930,64,8.0,382.29,1.95
573,357,55,,205.66,24.3
574,61,66,-4.0,280.6,16.62
575,782,63,0.0,186.3,21.8
576,2576,93,6.0,508.47,1.27
577,474,43,1.0,434.76,28.62
578,411,91,1.0,163.73,15.84
579,440,64,2.0,468.73,24.11
580,161,57,7.0,206.53,10.6
581,142,1681,1.0,263.52,9.32
582,774,15,10.0,522.49,1.12
583,242,71,10.0,162.52,-15.26
584,2584,79,1.0,645.97,24.65
585,621,64,2.0,429.41,24.41
586,300,49,3.0,305.75,14.4
587,179,56,9.0,308.89,27.36
588,16,34,7.0,327.01,6.43
589,926,22,7.0,439.91,0.82
590,98,70,2.0,349.34,17.15
591,799,19,2.0,436.78,16.13
592,951,4,2.0,413.74,9.12
593,463,46,4.0,554.21,140.78
594,429,61,3.0,460.74,17.87
595,87,66,10.0,270.92,16.79
596,771,86,8.0,327.57,10.64
597,810,75,6.0,571.19,7.44
598,828,72,7.0,324.49,23.94
599,408,82,10.0,235.16,18.29
600,272,55,8.0,227.54,4.59
601,164,46,4.0,560.3,3.75
602,809,35,9.0,338.32,13.08
603,155,97,10.0,467.42,1.9
604,850,97,4.0,464.16,24.45
605,732,30,7.0,373.7,1.31
606,97,100,1.0,390.92,22.51
607,632,41,4.0,689.67,12.49
608,759,96,9.0,118.93,22.59
609,980,1,8.0,342.12,13.29
610,108,42,7.0,216.15,18.49
611,255,75,10.0,563.39,17.02
612,336,34,1.0,392.96,20.39
613,490,32,7.0,410.86,14.23
614,233,69,9.0,349.56,12.32
615,528,42,1.0,181.97,19.68
616,306,75,1.0,540.61,25.96
617,571,56,1.0,269.87,24.61
618,886,97,9.0,489.49,9.26
619,801,78,3.0,589.24,12.13
620,649,54,5.0,568.78,18.25
621,712,55,3.0,208.81,22.86
622,490,61,3.0,510.31,3.11
623,103,65,5.0,84.48,1.8
624,16,76,7.0,149.35,5.88
625,904,57,1.0,205.53,21.55
626,654,10,2.0,475.83,6.86
627,234,90,7.0,581.69,10.51
628,272,23,2.0,342.72,9.73
629,973,5,7.0,21.26,14.02
630,866,15,4.0,455.97,23.09
631,504,80,2.0,624.99,6.19
632,695,63,4.0,204.76,5.09
633,2633,70,2.0,299.05,1.25
634,34,30,9.0,337.95,6.88
635,2635,90,2.0,569.94,14.23
636,863,23,5.0,346.06,12.82
637,548,89,10.0,223.24,3.21
638,933,86,10.0,435.13,15.37
639,396,73,10.0,400.7,22.93
640,323,90,8.0,621.51,7.61
641,883,77,7.0,128.43,6.11
642,461,31,2.0,70.62,16.49
643,161,73,3.0,308.6,17.34
644,2644,1744,4.0,12.42,15.66
645,47,66,10.0,281.35,14.43
646,86,25,2.0,329.68,16.59
647,657,76,1.0,159.47,22.99
648,323,76,0.0,159.02,0.51
649,2649,36,10.0,450.1,27.09
650,919,55,-2.0,261.18,8.97
651,861,29,1.0,349.51,18.42
652,791,6,1.0,413.26,12.59
653,387,73,7.0,389.69,15.84
654,533,73,9.0,356.66,18.43
655,606,47,2.0,94.88,17.84
656,136,90,6.0,592.7,16.77
657,310,71,10.0,135.69,13.83
658,981,63,2.0,199.35,18.06
659,690,83,5.0,554.76,4.13
660,618,43,2.0,424.44,27.4
661,273,14,6.0,588.86,1.36
662,3,19,6.0,417.15,28.14
663,225,44,1.0,75.97,25.43
664,167,79,-5.0,590.04,28.36
665,706,58,3.0,414.11,16.27
666,7,8,,65.53,3.49
667,475,14,2.0,574.74,1.31
668,883,7,3.0,221.74,12.91
669,980,90,2.0,554.71,21.34
670,662,73,7.0,398.54,12.36
671,980,15,2.0,465.56,4.24
672,831,28,0.0,423.76,23.24
673,702,60,4.0,417.66,13.14
674,248,20,1.0,275.45,1.17
675,562,92,5.0,159.36,29.03
676,944,81,5.0,428.7,10.02
677,284,51,10.0,91.9,4.78
678,10,70,6.0,344.24,21.92
679,911,11,8.0,148.39,115.45
680,56,23,1.0,421.64,9.45
681,964,23,2.0,419.54,23.55
682,986,21,1.0,588.08,21.58
683,990,88,5.0,12.77,13.14
684,103,91,3.0,183.64,21.25
685,29,86,0.0,356.27,20.33
686,2686,89,-2.0,232.93,26.35
687,716,37,9.0,160.98,6.64
688,632,70,4.0,308.38,1.37
689,418,73,1.0,350.39,27.42
690,560,57,1.0,266.89,15.03
691,912,85,5.0,723.96,25.86
692,470,21,1.0,709.85,2.19
693,262,51,2.0,82.52,18.83
694,798,29,2.0,341.1,1.2
695,2695,1795,9.0,255.71,0.42
696,394,29,10.0,420.36,28.73
697,773,73,9.0,398.04,2.63
698,434,51,4.0,72.54,0.25
699,363,10,8.0,417.39,27.22
700,863,92,1.0,179.19,2.97
701,176,68,9.0,345.4,10.98
702,115,28,6.0,487.21,9.39
703,482,89,9.0,221.1,23.19
704,784,78,2.0,723.32,15.26
705,823,43,5.0,437.74,4.14
706,2,71,5.0,172.5,6.86
707,259,36,5.0,536.73,25.81
708,998,47,4.0,119.25,22.04
709,52,92,4.0,154.13,10.78
710,106,92,3.0,,12.21
711,59,77,8.0,162.78,2.88
712,73,84,10.0,524.69,29.35
713,886,21,9.0,551.3,7.44
714,283,50,3.0,386.29,3.56
715,376,48,7.0,265.05,22.59
716,718,20,9.0,234.9,17.44
717,308,57,7.0,239.0,5.66
718,9,78,8.0,614.16,13.02
719,992,28,3.0,538.63,16.64
720,104,66,1.0,295.95,28.51
721,953,82,5.0,264.23,17.13
722,574,31,5.0,61.07,10.97
723,231,26,1.0,336.78,25.03
724,2724,93,8.0,593.81,20.25
725,412,93,5.0,632.89,10.07
726,448,61,5.0,543.55,15.08
727,214,17,6.0,25.1,0.24
728,634,40,6.0,226.95,23.6
729,310,24,-4.0,348.28,7.19
730,122,50,5.0,394.37,16.33
731,162,15,6.0,507.61,13.58
732,469,88,1.0,11.87,28.2
733,146,11,9.0,172.51,9.55
734,674,23,9.0,413.0,19.51
735,510,21,1.0,613.24,22.26
736,474,74,6.0,458.97,8.36
737,948,90,3.0,509.54,27.83
738,675,5,3.0,24.37,1.97
739,868,16,10.0,463.62,3.7
740,542,89,3.0,186.21,18.67
741,795,93,3.0,558.39,7.38
742,631,85,4.0,667.13,24.44
743,916,78,5.0,674.53,26.83
744,231,55,9.0,224.2,27.22
745,524,78,2.0,701.22,6.0
746,128,13,9.0,380.91,18.96
747,880,81,5.0,483.12,6.01
748,149,28,3.0,505.24,0.51
749,260,45,10.0,353.42,18.94
750,363,49,10.0,340.98,1.48
751,651,62,4.0,139.89,8.15
752,108,1,6.0,345.9,3.66
753,910,29,3.0,433.38,19.92
754,485,50,5.0,401.39,17.06
755,676,12,5.0,546.43,10.27
756,956,74,10.0,533.56,14.9
757,2757,1857,3.0,96.84,18.68
758,747,20,4.0,265.78,28.4
759,663,5,9.0,22.25,26.8
760,789,57,1.0,237.01,15.91
761,431,82,10.0,237.15,3.46
762,337,4,10.0,326.38,1.37
763,2763,45,,320.28,23.99
764,144,72,5.0,321.97,12.03
765,946,12,4.0,512.52,1.01
766,417,41,8.0,611.38,8.17
767,476,15,10.0,491.41,6.68
768,608,2,6.0,593.56,20.23
769,81,79,9.0,599.02,10.06
770,424,32,6.0,529.77,8.76
771,805,40,7.0,234.96,18.22
