item_id,order_id,product_id,quantity,unit_price,discount_percent
251,737,25,5,377.89,24.16
252,918,17,2,20.49,17.16
254,895,86,2,430.17,27.8
256,508,24,10,337.77,0.19
257,148,74,2,489.58,9.64
259,700,97,1,482.62,18.6
261,583,41,8,631.45,16.38
263,157,97,1,433.92,26.11
265,23,21,9,665.89,14.97
266,500,8,2,75.27,8.68
269,335,41,8,648.63,9.93
270,330,74,4,593.98,7.47
271,321,13,3,360.15,18.08
273,636,19,6,455.88,6.0
274,946,16,1,477.97,8.47
275,839,39,3,423.8,12.64
277,292,17,1,24.04,11.06
279,41,8,3,67.42,3.07
280,95,46,7,536.12,1.86
281,712,12,8,539.04,6.82
285,156,81,5,480.96,25.04
286,201,34,5,420.73,20.16
288,838,60,4,360.5,15.33
289,186,27,7,535.47,22.62
290,612,86,4,322.54,0.94
291,281,39,10,389.34,19.37
292,382,54,5,562.88,7.88
293,820,16,1,393.89,3.38
297,895,56,8,323.69,8.6
298,841,21,6,609.13,19.18
299,382,45,3,306.53,16.27
300,617,18,6,532.88,20.41
302,211,51,7,81.57,15.59
303,564,22,6,461.95,11.2
304,840,74,7,496.04,19.32
305,772,1,9,415.08,20.85
307,260,16,6,450.86,10.3
309,882,97,2,503.09,28.47
312,11,76,1,146.79,13.9
313,948,93,10,504.75,13.55
314,616,15,2,392.97,23.27
315,792,39,6,404.99,21.41
316,119,18,10,504.93,20.97
318,681,52,4,398.45,4.86
319,457,70,5,339.89,17.46
322,398,81,2,499.57,25.84
323,75,32,7,426.93,7.87
324,892,51,6,89.57,22.46
325,810,53,3,452.4,2.25
326,576,100,1,339.07,24.2
327,549,40,8,284.12,20.65
329,275,37,4,207.03,16.98
331,705,88,9,13.27,15.6
332,299,27,6,553.58,7.37
333,582,44,10,82.3,16.52
335,502,61,6,505.63,24.04
338,24,41,3,575.71,18.49
339,759,35,2,360.13,13.79
340,226,1,5,407.57,13.38
341,419,57,7,197.56,22.95
343,616,88,7,13.04,7.46
344,615,4,10,363.57,24.0
348,286,24,5,416.83,18.63
349,893,95,9,442.42,0.52
350,79,13,3,367.09,11.07
351,192,2,3,511.91,15.14
352,50,17,10,22.05,7.37
353,255,78,2,594.94,15.87
354,564,52,8,430.78,18.17
355,770,53,8,393.37,29.84
356,926,49,1,302.14,13.07
357,886,98,5,536.92,27.11
358,730,27,7,493.67,19.2
359,359,50,7,467.14,16.55
361,26,81,1,515.36,10.41
362,821,16,8,460.12,16.44
363,992,49,8,316.11,22.86
364,283,6,1,465.84,12.53
366,170,64,8,434.75,11.16
367,591,95,6,543.61,17.69
368,797,29,7,399.57,14.97
369,975,33,3,191.26,28.69
371,68,8,7,64.87,28.13
372,901,51,7,74.12,24.14
373,608,11,2,171.64,14.78
374,828,20,1,254.2,25.31
375,717,74,3,464.89,17.49
376,842,22,8,433.48,15.78
377,67,34,9,389.19,0.96
378,712,58,9,399.87,12.54
380,460,93,6,598.78,13.06
381,966,94,4,74.98,11.72
382,862,33,8,227.64,25.88
384,897,19,3,465.15,27.22
386,341,95,5,567.61,18.37
388,643,9,7,383.76,6.93
389,461,84,4,463.12,0.13
392,799,31,7,68.52,6.01
393,663,62,3,124.43,8.77
395,874,31,5,66.57,3.64
396,477,62,5,121.15,5.29
397,257,80,2,613.87,15.66
398,947,45,7,336.08,23.28
399,636,100,2,378.09,28.01
401,347,1,8,378.71,16.84
402,507,71,6,169.98,19.14
403,436,14,5,566.26,24.47
404,871,10,6,442.6,0.68
405,729,18,10,463.89,29.24
410,18,94,3,82.64,7.16
411,897,94,4,76.56,18.4
412,300,52,7,416.22,25.68
413,664,1,7,389.65,17.3
414,991,17,4,25.34,20.52
415,983,1,2,323.49,6.19
416,805,48,7,249.74,19.89
417,399,86,4,373.81,7.56
418,801,8,9,84.71,4.22
419,15,98,10,437.46,6.03
421,522,19,6,379.16,19.75
422,21,14,5,609.28,27.94
425,863,73,2,401.3,9.74
426,778,43,7,330.31,16.95
427,45,53,2,459.57,21.55
429,946,16,5,455.11,22.83
430,555,97,1,518.56,23.87
431,516,74,7,583.98,16.69
432,643,86,3,327.81,5.38
433,303,85,10,709.57,6.12
434,307,56,2,289.91,5.14
435,864,14,3,469.72,6.88
436,533,87,10,473.27,26.59
437,546,28,7,466.28,9.47
440,185,30,4,336.23,26.53
441,348,12,6,416.2,14.72
442,809,82,3,269.11,16.4
443,169,44,1,90.58,25.89
444,169,82,2,275.66,13.17
445,59,96,1,110.78,20.17
446,297,34,9,376.44,14.3
447,79,98,10,473.43,15.21
449,577,53,5,434.63,1.47
450,591,6,1,415.13,12.31
451,633,3,9,235.16,1.41
453,902,67,4,603.5,4.65
454,634,93,10,527.81,8.93
456,400,81,6,465.97,26.2
457,739,44,3,96.38,0.7
458,422,38,9,554.38,21.92
459,513,36,3,410.67,20.65
460,59,38,4,488.75,24.86
461,726,94,3,83.33,13.64
464,399,65,9,74.26,27.35
467,697,48,6,252.72,2.13
468,791,14,4,508.26,0.79
470,95,5,5,25.85,1.29
471,812,64,7,349.56,20.81
473,28,88,6,15.3,23.03
474,54,66,7,284.95,12.73
475,637,68,5,375.22,0.0
476,244,86,9,349.92,11.23
477,684,89,10,236.43,17.43
479,641,80,7,710.79,19.25
480,693,59,9,125.12,11.52
481,339,38,9,557.57,25.71
482,111,100,4,392.29,12.13
483,418,3,8,249.92,12.53
484,179,40,4,268.34,18.07
486,121,89,7,227.33,4.42
487,693,85,9,611.66,2.18
489,864,35,3,371.01,15.27
492,50,49,10,369.19,2.19
493,418,81,10,517.52,1.51
496,394,21,10,550.02,28.1
498,985,60,2,449.8,27.23
502,210,14,9,528.02,23.73
503,192,21,8,709.63,3.07
504,998,74,8,531.4,22.74
505,843,15,3,450.4,10.15
507,509,52,3,487.76,11.28
508,176,81,3,555.29,10.98
510,336,59,1,137.8,7.06
511,803,3,3,240.07,1.02
512,679,56,10,344.68,19.45
513,867,66,2,253.61,16.37
515,996,4,8,421.62,1.9
516,507,64,3,398.32,14.92
517,133,74,1,572.01,0.02
518,812,7,1,275.57,11.7
520,957,59,4,134.97,5.57
521,700,74,7,615.19,16.39
522,106,22,6,447.26,27.96
523,399,74,10,515.63,18.24
524,882,65,7,91.42,15.57
525,573,79,8,543.41,0.23
526,899,66,2,255.94,14.53
527,722,31,1,65.39,2.65
528,848,14,3,586.25,14.28
530,291,12,6,488.47,29.93
534,915,70,10,360.9,23.63
535,515,79,2,556.14,4.08
536,44,40,4,221.47,7.09
537,847,42,2,211.86,15.65
538,756,13,5,348.16,17.59
539,512,89,4,223.53,21.58
543,546,61,2,476.27,10.5
544,997,81,3,565.81,9.76
546,661,9,4,397.42,27.77
548,104,42,10,216.62,4.32
549,373,32,9,438.8,12.54
550,755,64,7,415.14,7.83
551,794,92,3,173.9,0.0
552,253,77,9,132.09,21.24
554,744,71,1,158.83,18.2
555,532,73,4,400.01,20.02
556,548,8,1,71.2,27.68
557,876,42,2,242.91,26.16
560,608,78,3,682.02,3.47
561,947,59,3,140.37,2.68
562,133,6,1,478.81,27.77
563,203,96,1,113.22,100.0
565,9,42,3,181.47,24.7
566,991,49,2,300.52,27.92
568,563,47,3,126.29,26.64
572,930,64,8,382.29,1.95
577,474,43,1,434.76,28.62
578,411,91,1,163.73,15.84
579,440,64,2,468.73,24.11
582,774,15,10,522.49,1.12
585,621,64,2,429.41,24.41
586,300,49,3,305.75,14.4
587,179,56,9,308.89,27.36
588,16,34,7,327.01,6.43
589,926,22,7,439.91,0.82
590,98,70,2,349.34,17.15
591,799,19,2,436.78,16.13
592,951,4,2,413.74,9.12
593,463,46,4,554.21,100.0
594,429,61,3,460.74,17.87
595,87,66,10,270.92,16.79
596,771,86,8,327.57,10.64
597,810,75,6,571.19,7.44
598,828,72,7,324.49,23.94
599,408,82,10,235.16,18.29
600,272,55,8,227.54,4.59
602,809,35,9,338.32,13.08
603,155,97,10,467.42,1.9
604,850,97,4,464.16,24.45
606,97,100,1,390.92,22.51
607,632,41,4,689.67,12.49
608,759,96,9,118.93,22.59
610,108,42,7,216.15,18.49
611,255,75,10,563.39,17.02
612,336,34,1,392.96,20.39
615,528,42,1,181.97,19.68
616,306,75,1,540.61,25.96
618,886,97,9,489.49,9.26
619,801,78,3,589.24,12.13
620,649,54,5,568.78,18.25
621,712,55,3,208.81,22.86
623,103,65,5,84.48,1.8
624,16,76,7,149.35,5.88
625,904,57,1,205.53,21.55
626,654,10,2,475.83,6.86
627,234,90,7,581.69,10.51
628,272,23,2,342.72,9.73
630,866,15,4,455.97,23.09
631,504,80,2,624.99,6.19
632,695,63,4,204.76,5.09
636,863,23,5,346.06,12.82
637,548,89,10,223.24,3.21
641,883,77,7,128.43,6.11
642,461,31,2,70.62,16.49
645,47,66,10,281.35,14.43
646,86,25,2,329.68,16.59
647,657,76,1,159.47,22.99
651,861,29,1,349.51,18.42
652,791,6,1,413.26,12.59
653,387,73,7,389.69,15.84
654,533,73,9,356.66,18.43
656,136,90,6,592.7,16.77
657,310,71,10,135.69,13.83
658,981,63,2,199.35,18.06
659,690,83,5,554.76,4.13
660,618,43,2,424.44,27.4
661,273,14,6,588.86,1.36
662,3,19,6,417.15,28.14
663,225,44,1,75.97,25.43
667,475,14,2,574.74,1.31
668,883,7,3,221.74,12.91
670,662,73,7,398.54,12.36
673,702,60,4,417.66,13.14
674,248,20,1,275.45,1.17
675,562,92,5,159.36,29.03
679,911,11,8,148.39,100.0
680,56,23,1,421.64,9.45
683,990,88,5,12.77,13.14
684,103,91,3,183.64,21.25
687,716,37,9,160.98,6.64
688,632,70,4,308.38,1.37
689,418,73,1,350.39,27.42
690,560,57,1,266.89,15.03
691,912,85,5,723.96,25.86
692,470,21,1,709.85,2.19
693,262,51,2,82.52,18.83
694,798,29,2,341.1,1.2
696,394,29,10,420.36,28.73
697,773,73,9,398.04,2.63
698,434,51,4,72.54,0.25
699,363,10,8,417.39,27.22
700,863,92,1,179.19,2.97
701,176,68,9,345.4,10.98
702,115,28,6,487.21,9.39
703,482,89,9,221.1,23.19
704,784,78,2,723.32,15.26
705,823,43,5,437.74,4.14
707,259,36,5,536.73,25.81
708,998,47,4,119.25,22.04
709,52,92,4,154.13,10.78
711,59,77,8,162.78,2.88
712,73,84,10,524.69,29.35
713,886,21,9,551.3,7.44
714,283,50,3,386.29,3.56
715,376,48,7,265.05,22.59
716,718,20,9,234.9,17.44
718,9,78,8,614.16,13.02
719,992,28,3,538.63,16.64
720,104,66,1,295.95,28.51
721,953,82,5,264.23,17.13
722,574,31,5,61.07,10.97
727,214,17,6,25.1,0.24
728,634,40,6,226.95,23.6
731,162,15,6,507.61,13.58
732,469,88,1,11.87,28.2
733,146,11,9,172.51,9.55
734,674,23,9,413.0,19.51
735,510,21,1,613.24,22.26
736,474,74,6,458.97,8.36
737,948,90,3,509.54,27.83
738,675,5,3,24.37,1.97
740,542,89,3,186.21,18.67
743,916,78,5,674.53,26.83
745,524,78,2,701.22,6.0
747,880,81,5,483.12,6.01
749,260,45,10,353.42,18.94
750,363,49,10,340.98,1.48
751,651,62,4,139.89,8.15
752,108,1,6,345.9,3.66
753,910,29,3,433.38,19.92
754,485,50,5,401.39,17.06
755,676,12,5,546.43,10.27
759,663,5,9,22.25,26.8
762,337,4,10,326.38,1.37
764,144,72,5,321.97,12.03
765,946,12,4,512.52,1.01
767,476,15,10,491.41,6.68
768,608,2,6,593.56,20.23
769,81,79,9,599.02,10.06
770,424,32,6,529.77,8.76
771,805,40,7,234.96,18.22
772,265,58,10,338.08,15.77
773,575,29,6,425.83,21.71
774,838,99,10,61.52,0.0
775,178,62,8,139.33,5.78
777,66,79,1,629.22,10.67
778,752,43,6,343.64,17.47
780,266,51,2,81.74,1.44
785,234,47,3,126.39,12.66
786,345,97,3,518.8,18.71
787,138,74,4,462.06,5.92
788,752,86,8,373.82,12.81
789,356,41,1,577.16,2.35
790,753,99,8,61.96,27.54
791,554,9,10,419.01,0.49
792,168,17,6,25.28,27.49
793,474,14,8,504.67,7.81
794,616,24,1,342.66,26.17
795,481,44,2,73.45,28.67
796,404,37,9,169.68,7.47
798,705,96,2,129.28,8.74
800,506,23,8,344.7,16.73
803,313,67,10,604.13,0.62
804,629,99,6,62.83,23.64
806,510,22,6,364.59,11.98
810,565,25,2,397.72,1.31
811,230,21,2,733.91,5.19
812,524,15,9,451.65,14.99
816,223,24,3,333.16,2.25
818,792,15,10,450.09,18.28
819,708,84,4,413.37,26.26
824,983,62,2,154.88,28.9
825,787,51,4,87.34,0.02
826,518,26,10,428.51,21.93
828,45,81,10,564.62,15.68
829,254,80,10,637.4,15.1
830,430,69,9,370.45,100.0
831,713,52,3,496.77,4.15
832,520,21,4,670.14,0.27
833,140,78,5,659.61,12.69
834,783,80,1,664.13,9.21
836,474,59,6,131.96,16.0
837,599,34,1,383.64,24.19
838,176,5,3,22.06,16.59
839,558,69,6,313.76,26.32
840,682,43,9,407.52,7.86
842,779,14,10,601.63,28.51
843,268,25,9,336.19,13.46
844,936,3,9,264.38,1.05
845,438,89,4,233.69,7.56
846,403,86,7,418.5,11.23
847,146,17,6,23.5,9.46
849,315,50,5,437.87,18.02
850,844,69,1,329.35,9.99
853,570,87,6,387.2,20.44
854,321,15,6,456.14,1.64
856,145,68,5,402.7,10.69
857,585,34,10,366.48,16.03
858,223,9,4,382.86,5.47
860,321,57,7,261.93,21.87
861,525,66,2,232.71,8.38
862,491,49,10,307.52,9.31
863,602,33,7,180.55,17.63
865,168,11,7,158.45,19.52
866,527,39,10,398.08,16.83
867,912,82,6,253.4,3.33
869,554,78,8,720.11,22.52
870,269,13,4,323.36,29.85
871,187,82,9,279.03,3.42
872,504,11,6,144.63,23.85
873,864,81,2,478.2,4.43
876,982,17,8,22.31,3.64
877,61,42,2,183.15,9.83
880,330,97,7,421.51,19.97
882,696,85,9,568.02,0.85
885,307,34,6,386.95,16.41
886,9,63,7,237.0,7.9
887,119,75,6,575.26,17.25
888,267,85,1,636.78,25.75
889,784,41,6,698.14,23.01
891,776,35,1,404.94,22.8
892,211,57,6,212.59,12.14
894,430,24,7,335.7,1.19
896,21,89,10,209.39,4.79
897,861,10,8,537.65,27.71
898,975,76,9,168.49,25.97
899,182,64,3,447.81,20.82
900,103,80,4,565.65,11.44
901,560,89,1,175.92,17.84
902,915,93,10,568.59,0.94
907,314,7,3,239.21,23.6
909,681,75,8,506.92,18.51
910,657,41,3,626.88,24.55
913,822,53,9,519.77,20.23
914,61,65,5,94.2,13.15
915,579,5,10,22.32,1.31
916,783,99,4,69.23,25.01
917,286,66,8,230.31,6.72
918,281,19,1,370.07,21.81
921,125,52,1,394.47,17.03
922,241,64,8,410.25,23.2
926,569,89,9,224.54,0.0
928,721,52,3,458.06,8.01
929,143,70,9,296.61,13.4
931,809,82,7,230.45,0.0
932,574,71,2,177.29,18.85
933,355,37,7,181.97,5.19
934,25,17,9,20.67,26.37
935,926,95,7,421.41,27.13
936,12,55,6,259.4,27.4
939,153,45,7,310.33,4.9
940,696,59,3,130.87,25.42
941,360,52,3,510.25,26.38
942,559,35,5,413.64,17.35
946,821,12,2,524.95,16.4
948,742,67,7,630.97,0.0
949,165,48,5,247.43,0.88
950,626,68,4,436.4,26.17
953,781,54,2,670.23,4.67
954,733,97,9,420.54,29.35
955,889,2,2,549.36,15.9
956,945,68,8,362.12,14.04
960,477,65,3,81.92,23.95
961,988,16,1,460.47,11.47
962,408,3,8,248.34,20.7
963,937,90,3,519.06,12.2
965,289,90,2,602.83,8.66
969,934,34,3,377.44,12.73
970,253,42,2,239.75,27.23
971,240,98,9,427.23,25.62
973,287,60,1,333.48,6.11
974,371,34,8,337.23,19.94
975,326,30,3,282.74,9.05
976,688,7,3,247.18,15.84
977,191,39,8,344.67,19.58
979,129,68,9,395.83,20.15
981,27,78,8,555.1,27.14
982,975,2,6,595.6,17.86
983,353,56,10,331.9,15.81
984,216,96,8,125.0,5.26
985,109,60,8,389.25,12.69
986,632,48,5,272.72,0.97
987,436,2,3,646.07,29.85
988,15,35,7,340.68,16.39
989,905,3,2,283.42,1.18
991,828,73,8,364.37,16.2
992,408,42,3,220.53,29.6
993,225,29,3,403.51,2.61
995,844,22,5,417.23,18.7
996,464,65,7,94.17,29.81
1000,825,8,4,82.73,20.49
1001,595,71,5,141.49,23.27
1003,126,35,2,387.2,10.0
1004,896,79,1,585.76,5.94
1006,638,13,3,331.05,14.45
1010,215,18,2,453.52,25.54
1011,654,60,3,433.46,4.6
1013,495,56,7,274.24,7.03
1014,572,13,10,357.52,16.29
1015,59,43,6,418.35,16.24
1017,313,100,6,351.84,5.06
1019,177,25,5,313.71,28.37
1022,292,3,10,220.87,6.59
1023,635,21,8,589.59,25.57
1024,22,19,1,358.97,20.55
1025,486,17,4,22.6,0.44
1026,205,12,7,509.93,6.17
1027,421,83,10,653.68,8.99
1028,399,37,4,192.95,11.65
1029,916,5,4,20.52,29.24
1030,829,42,2,245.79,25.08
1031,194,90,3,553.88,23.14
1032,225,55,4,214.11,17.11
1033,896,69,4,361.38,17.03
1034,203,94,2,66.29,10.17
1035,907,95,3,452.5,23.41
1037,301,65,9,75.41,21.83
1038,864,45,5,272.22,26.31
1039,947,9,5,356.79,15.53
1040,62,61,3,573.19,9.24
1041,862,50,4,415.77,10.12
1042,455,55,4,241.83,19.98
1043,718,16,3,425.64,25.73
1046,516,52,6,499.37,25.32
1047,143,89,5,222.02,22.95
1048,741,53,3,439.18,4.89
1051,469,1,5,377.88,4.73
1052,549,86,2,360.84,20.61
1053,116,100,7,353.23,1.91
1055,806,7,2,248.74,15.06
1056,386,35,2,403.64,22.67
1059,645,67,2,655.67,18.02
1060,892,39,6,449.61,13.73
1061,990,73,8,349.34,0.07
1062,737,50,3,377.06,16.72
1063,246,59,3,137.42,26.47
1064,823,81,5,547.3,100.0
1065,953,39,6,416.51,28.16
1066,373,24,5,410.45,21.13
1067,780,17,5,26.17,26.74
1068,228,55,2,252.17,23.37
1070,379,92,3,144.07,1.15
1072,683,18,5,475.42,28.84
1073,394,10,10,528.62,11.31
1074,971,20,10,250.57,9.62
1075,996,66,8,290.41,13.01
1076,538,67,5,569.07,6.0
1078,478,19,2,426.88,6.8
1083,559,5,6,19.29,14.22
1084,3,53,9,450.06,22.73
1086,677,52,1,470.81,2.2
1088,73,67,4,696.28,24.31
1089,867,71,5,168.23,16.04
1093,828,58,10,376.05,3.51
1094,841,7,10,217.16,9.34
1095,283,98,9,483.84,20.43
1096,165,95,4,499.43,11.98
1098,290,91,4,158.03,6.0
1100,572,6,1,470.08,18.45
1102,551,44,6,77.3,3.58
1103,303,88,3,13.84,100.0
1104,744,8,3,66.02,22.52
1105,843,44,10,85.18,11.62
1106,185,90,7,674.98,4.14
1108,54,6,4,392.12,21.93
1109,649,2,10,616.46,17.77
1111,583,77,2,165.73,1.25
1112,45,60,8,361.15,8.2
1113,45,96,10,111.37,15.41
1114,575,71,6,145.81,25.17
1116,993,14,3,525.46,8.89
1119,383,33,4,205.65,7.96
1122,595,43,2,359.06,18.22
1124,749,34,1,332.22,0.77
1125,223,19,10,430.71,6.31
1129,780,67,3,681.9,18.14
1131,949,56,10,343.79,0.0
1132,159,98,3,473.22,6.55
1133,744,5,7,19.46,100.0
1134,344,22,5,447.97,1.13
1135,746,64,7,407.06,12.84
1139,613,33,9,217.11,9.45
1140,612,85,7,574.76,3.95
1141,915,17,9,23.91,19.53
1142,338,72,4,285.37,20.55
1143,942,18,10,494.8,14.93
1145,210,83,8,655.0,8.7
1146,715,94,5,73.57,22.43
1148,695,1,8,324.89,25.18
1149,428,52,2,425.88,13.49
1150,339,67,6,727.62,10.56
1152,700,10,6,424.51,7.7
1153,525,61,1,479.69,15.88
1154,18,30,8,320.78,28.75
1155,638,35,4,354.36,23.92
1156,627,29,10,345.66,8.07
1157,444,78,8,714.06,26.33
1158,157,15,7,434.77,27.43
1161,667,6,2,522.78,4.2
1163,472,47,2,124.85,22.13
1164,739,1,3,384.0,26.21
1167,864,85,2,635.44,26.81
1168,513,100,7,349.47,12.43
1170,156,30,10,355.23,29.35
1172,73,57,6,201.43,24.56
1174,379,78,7,579.84,7.91
1176,806,4,6,403.88,2.99
1177,553,50,2,465.48,19.47
1179,567,30,9,341.68,18.22
1180,731,54,8,602.81,21.89
1182,103,44,6,81.8,19.31
1184,66,62,2,158.91,23.8
1185,549,15,7,477.97,22.31
1186,894,58,3,398.71,18.83
1188,306,9,3,400.85,15.18
1189,597,47,3,99.12,13.18
1190,573,27,3,564.19,27.65
1191,842,23,7,323.92,10.41
1192,598,50,8,463.69,25.4
1193,745,96,6,132.79,14.61
1196,723,72,8,352.36,3.85
1197,549,86,4,325.87,4.55
1198,993,4,10,325.46,26.72
1200,179,5,3,20.8,18.41
1201,214,55,7,197.06,14.23
1203,312,47,5,121.92,3.3
1204,132,9,6,416.31,19.01
1205,655,88,5,11.55,6.49
1206,834,1,6,422.2,24.95
1208,948,49,2,363.77,5.94
1209,714,59,8,112.97,0.0
1210,667,13,1,361.38,1.79
1211,989,40,2,235.39,12.99
1213,309,98,1,527.7,4.28
1214,203,93,5,476.84,1.0
1215,982,43,6,359.55,24.93
1216,99,20,7,236.15,9.59
1217,98,52,4,401.18,4.07
1220,530,15,3,440.01,25.8
1221,222,65,5,74.16,7.91
1222,275,7,10,275.16,19.1
1223,841,85,6,577.78,12.14
1224,182,52,6,449.37,26.92
1225,253,66,7,255.27,29.78
1227,347,75,7,608.22,16.54
1228,297,91,7,152.06,10.16
1229,885,54,9,546.37,19.78
1230,768,86,7,385.65,8.88
1234,918,94,4,89.78,11.95
1235,802,51,5,92.65,18.99
1236,353,27,4,596.39,17.55
1238,393,73,10,305.98,20.46
1239,226,5,7,24.68,0.83
1240,582,94,2,89.61,6.46
1242,746,10,8,543.34,27.26
1243,999,84,2,450.86,26.97
1244,155,54,2,513.26,28.94
