order_id,customer_id,order_date,status,region_code
121,286,2026-02-22 16:25:45,DELIVERED,EU
123,308,2024-10-12 13:45:29,DELIVERED,UNKNOWN
124,325,2025-08-06 05:57:47,DELIVERED,US-EAST
125,421,2026-02-24 20:27:33,DELIVERED,US-WEST
126,111,2026-03-07 15:05:27,DELIVERED,APAC
129,467,2024-09-07 09:26:37,DELIVERED,APAC
130,165,2025-05-11 06:22:07,RETURNED,US-WEST
131,497,2025-11-07 06:45:03,DELIVERED,EU
132,161,2026-03-10 04:38:27,CANCELLED,EU
133,68,2026-03-23 23:17:23,DELIVERED,EU
134,288,2025-07-10 11:52:36,DELIVERED,EU
136,147,2024-10-03 17:15:11,PLACED,US-WEST
137,417,2025-02-08 08:13:00,DELIVERED,US-WEST
138,122,2025-04-27 22:31:54,DELIVERED,US-EAST
140,441,2026-01-10 22:14:02,DELIVERED,EU
141,309,2026-06-10 08:06:51,SHIPPED,US-EAST
142,264,2025-05-19 16:25:34,SHIPPED,US-WEST
143,170,2025-11-22 02:07:45,DELIVERED,US-EAST
144,432,2025-02-25 09:29:39,RETURNED,EU
145,267,2026-07-04 07:08:45,DELIVERED,US-EAST
146,340,2024-09-11 08:09:48,DELIVERED,APAC
148,165,2024-12-06 06:41:28,DELIVERED,EU
151,443,2026-04-12 21:27:29,CANCELLED,APAC
153,37,2025-08-13 09:42:26,PLACED,APAC
155,476,2026-02-23 07:18:50,DELIVERED,EU
156,203,2025-08-07 20:33:18,DELIVERED,APAC
157,152,2025-12-22 22:15:03,PLACED,EU
159,463,2025-12-05 02:37:25,SHIPPED,US-WEST
160,428,2025-04-19 20:17:00,CANCELLED,US-EAST
162,170,2026-07-13 03:16:06,DELIVERED,US-EAST
163,231,2024-10-02 18:31:50,RETURNED,EU
165,348,2025-05-18 19:13:17,SHIPPED,EU
166,331,2025-12-01 22:15:00,DELIVERED,US-WEST
167,40,2025-05-23 04:34:09,SHIPPED,APAC
168,19,2024-12-24 13:03:58,SHIPPED,US-WEST
169,396,2024-08-11 15:09:28,DELIVERED,US-EAST
170,340,2025-12-26 16:48:11,SHIPPED,US-WEST
171,486,2026-06-01 22:38:43,DELIVERED,EU
172,119,2025-09-05 08:07:57,CANCELLED,EU
174,279,2025-09-12 06:49:31,DELIVERED,US-EAST
175,465,2025-09-29 15:49:45,PLACED,APAC
176,452,2025-04-10 21:33:19,SHIPPED,US-WEST
177,309,2026-03-18 07:46:17,DELIVERED,US-EAST
178,108,2025-01-12 12:00:05,SHIPPED,US-WEST
179,323,2026-07-03 22:52:13,DELIVERED,US-WEST
181,311,2025-05-22 02:24:15,DELIVERED,US-WEST
182,94,2024-08-03 19:33:49,PLACED,APAC
183,194,2024-12-06 02:33:12,DELIVERED,APAC
184,91,2025-08-04 17:06:06,DELIVERED,US-EAST
185,462,2025-09-11 22:22:00,DELIVERED,APAC
186,23,2025-08-02 11:22:21,DELIVERED,APAC
187,465,2025-04-05 10:05:16,CANCELLED,APAC
188,43,2024-10-24 18:39:56,SHIPPED,US-EAST
189,4,2025-08-09 20:30:18,DELIVERED,US-EAST
190,130,2025-02-04 09:42:01,DELIVERED,APAC
191,402,2025-08-27 19:28:57,DELIVERED,EU
192,204,2026-03-02 04:24:23,CANCELLED,APAC
193,52,2025-01-29 21:29:07,RETURNED,US-EAST
194,3,2025-06-19 09:54:32,SHIPPED,US-EAST
195,41,2025-05-02 11:52:08,DELIVERED,EU
198,142,2025-04-05 04:44:45,PLACED,US-EAST
199,47,2026-02-17 04:56:23,SHIPPED,EU
201,258,2026-05-16 10:02:13,RETURNED,EU
202,289,2026-04-21 06:01:05,DELIVERED,APAC
203,247,2025-07-18 00:13:50,DELIVERED,US-WEST
205,176,2025-05-06 13:47:16,DELIVERED,EU
206,477,2026-02-26 17:32:21,SHIPPED,EU
207,128,2025-01-08 04:28:34,DELIVERED,US-EAST
209,460,2026-03-07 02:58:11,DELIVERED,EU
210,66,2025-05-28 06:41:03,DELIVERED,EU
211,90,2025-04-14 23:58:05,SHIPPED,UNKNOWN
212,298,2025-08-26 04:03:53,DELIVERED,EU
213,314,2025-12-24 15:43:23,DELIVERED,EU
214,231,2025-02-08 12:43:41,DELIVERED,US-EAST
215,285,2025-02-25 23:51:23,PLACED,US-WEST
216,216,2025-05-18 10:24:51,DELIVERED,EU
217,288,2026-01-28 15:33:05,DELIVERED,US-WEST
218,323,2025-04-06 21:34:31,DELIVERED,EU
219,180,2025-09-08 22:56:59,SHIPPED,US-WEST
220,167,2024-12-08 14:58:16,DELIVERED,APAC
221,490,2025-03-17 09:15:44,PLACED,APAC
222,83,2025-01-06 20:40:45,DELIVERED,APAC
223,442,2025-09-22 22:24:48,PLACED,US-WEST
224,373,2024-12-11 18:13:50,SHIPPED,US-WEST
225,33,2026-01-26 17:28:26,DELIVERED,US-EAST
226,44,2026-06-10 00:35:27,SHIPPED,EU
228,446,2026-01-20 03:08:08,DELIVERED,US-WEST
229,384,2025-01-18 17:58:06,DELIVERED,EU
230,117,2025-01-23 23:56:15,DELIVERED,UNKNOWN
234,314,2026-04-02 12:16:29,DELIVERED,EU
235,94,2025-04-17 03:17:04,PLACED,APAC
239,37,2026-06-28 15:27:36,SHIPPED,APAC
240,394,2025-07-25 19:28:05,DELIVERED,US-EAST
241,49,2024-08-05 06:05:32,SHIPPED,EU
243,185,2026-06-30 06:12:41,SHIPPED,APAC
244,142,2026-04-11 00:41:26,SHIPPED,APAC
245,395,2025-04-28 04:51:32,DELIVERED,US-EAST
246,360,2025-03-18 12:17:46,DELIVERED,EU
248,225,2026-05-05 02:01:48,DELIVERED,EU
250,188,2025-02-16 20:01:20,DELIVERED,US-EAST
251,318,2024-12-11 19:45:40,DELIVERED,APAC
252,393,2026-02-08 22:27:58,DELIVERED,US-EAST
253,23,2025-08-08 06:48:38,PLACED,APAC
254,329,2025-05-17 16:00:41,SHIPPED,EU
255,368,2026-01-29 15:44:01,DELIVERED,US-EAST
256,185,2024-11-01 23:23:48,SHIPPED,US-EAST
257,21,2025-08-18 22:27:07,SHIPPED,US-EAST
258,198,2025-06-05 02:53:17,DELIVERED,US-WEST
259,383,2026-06-16 21:08:48,SHIPPED,APAC
260,93,2024-08-24 04:13:10,CANCELLED,APAC
261,282,2025-04-10 18:17:48,DELIVERED,APAC
262,124,2026-04-20 01:36:02,DELIVERED,EU
263,492,2026-02-17 10:16:56,DELIVERED,US-WEST
264,154,2025-06-29 22:29:49,DELIVERED,EU
265,293,2024-10-27 05:28:35,DELIVERED,US-WEST
266,128,2025-08-13 10:36:54,DELIVERED,US-WEST
267,406,2025-03-18 16:23:57,DELIVERED,US-EAST
268,375,2024-08-06 13:31:02,DELIVERED,EU
269,214,2025-12-05 04:00:04,DELIVERED,US-EAST
270,28,2025-05-04 04:58:18,DELIVERED,US-WEST
271,202,2024-10-12 21:58:22,DELIVERED,APAC
272,68,2025-04-21 04:53:17,DELIVERED,EU
273,397,2026-04-21 02:50:41,SHIPPED,APAC
274,316,2024-12-14 22:42:12,CANCELLED,APAC
275,46,2025-02-08 03:57:47,PLACED,EU
276,157,2025-02-12 22:47:53,CANCELLED,US-WEST
279,170,2024-12-12 14:00:02,DELIVERED,EU
280,73,2025-06-05 16:19:00,PLACED,US-EAST
281,103,2025-06-02 03:24:23,DELIVERED,US-EAST
283,364,2025-04-23 17:44:18,RETURNED,US-WEST
285,10,2025-06-25 05:16:30,DELIVERED,EU
286,450,2025-09-21 06:05:43,DELIVERED,EU
287,202,2026-07-15 18:45:37,DELIVERED,US-WEST
289,351,2026-03-17 08:35:15,CANCELLED,US-WEST
290,395,2026-01-08 05:49:09,DELIVERED,US-EAST
291,75,2026-03-09 23:42:27,DELIVERED,APAC
292,421,2025-09-09 12:45:19,PLACED,US-EAST
293,314,2026-04-17 01:58:14,DELIVERED,US-WEST
294,353,2024-12-21 10:42:32,DELIVERED,EU
295,243,2026-03-07 00:48:00,RETURNED,US-EAST
297,455,2025-07-11 10:57:29,DELIVERED,APAC
298,481,2024-08-07 12:41:30,DELIVERED,US-EAST
299,424,2025-06-03 21:54:35,DELIVERED,US-EAST
300,323,2024-11-06 12:23:38,DELIVERED,EU
301,314,2026-05-14 01:04:40,DELIVERED,APAC
302,93,2025-11-03 11:16:50,PLACED,APAC
303,233,2025-08-24 22:50:21,DELIVERED,EU
304,365,2025-03-18 17:43:45,PLACED,APAC
305,363,2025-07-21 09:38:28,PLACED,APAC
306,88,2025-01-30 12:03:40,DELIVERED,US-WEST
307,215,2026-04-18 16:22:08,SHIPPED,US-WEST
309,452,2024-10-11 14:55:53,DELIVERED,APAC
310,126,2024-11-27 13:50:22,SHIPPED,US-WEST
311,335,2025-01-04 14:25:36,PLACED,EU
312,56,2025-02-01 22:06:36,DELIVERED,US-WEST
313,185,2026-04-04 10:26:32,DELIVERED,APAC
314,432,2024-10-09 16:08:07,DELIVERED,EU
315,108,2026-01-25 14:06:32,DELIVERED,US-EAST
316,479,2025-02-05 22:02:29,RETURNED,EU
317,182,2025-04-20 06:12:10,SHIPPED,APAC
318,313,2025-09-11 02:25:18,SHIPPED,APAC
320,145,2025-04-08 11:10:15,DELIVERED,US-EAST
321,203,2025-05-27 19:02:26,CANCELLED,EU
322,246,2025-04-13 12:51:07,DELIVERED,APAC
324,285,2025-10-16 04:15:46,SHIPPED,EU
326,305,2025-11-17 11:39:40,PLACED,US-EAST
327,450,2025-08-28 04:50:48,DELIVERED,EU
329,376,2025-02-24 00:55:17,CANCELLED,US-EAST
330,347,2025-03-25 13:39:10,CANCELLED,UNKNOWN
331,352,2025-08-07 18:44:45,DELIVERED,US-EAST
333,142,2025-06-22 10:45:58,PLACED,US-WEST
334,319,2024-09-26 14:50:58,DELIVERED,EU
335,146,2025-10-22 01:51:32,PLACED,APAC
336,463,2025-07-04 17:16:37,DELIVERED,US-WEST
337,323,2026-06-29 05:43:28,DELIVERED,US-WEST
338,274,2026-04-25 19:09:59,CANCELLED,US-EAST
339,240,2025-11-10 17:06:24,SHIPPED,APAC
340,441,2026-06-08 19:01:40,DELIVERED,EU
341,233,2025-06-04 03:05:20,DELIVERED,US-WEST
342,295,2025-10-21 02:09:37,PLACED,EU
343,155,2025-05-22 16:41:41,DELIVERED,US-WEST
344,175,2026-05-24 02:43:40,SHIPPED,EU
345,340,2024-09-27 03:10:55,DELIVERED,US-EAST
346,285,2025-04-08 02:09:30,DELIVERED,US-EAST
347,420,2025-03-17 02:25:18,CANCELLED,US-WEST
348,326,2025-11-19 18:46:05,DELIVERED,EU
349,101,2025-12-31 16:03:24,CANCELLED,EU
352,16,2026-05-09 23:24:37,DELIVERED,APAC
353,109,2026-02-21 03:02:48,SHIPPED,EU
355,70,2026-01-27 23:55:25,DELIVERED,APAC
356,218,2025-08-15 10:25:13,DELIVERED,US-EAST
357,122,2025-06-24 21:33:57,DELIVERED,US-EAST
358,361,2024-11-30 11:27:12,PLACED,EU
359,456,2026-04-15 13:15:33,DELIVERED,US-EAST
360,297,2024-10-30 15:16:01,CANCELLED,APAC
363,150,2026-01-25 01:32:26,SHIPPED,US-EAST
364,68,2026-01-29 08:12:42,DELIVERED,US-WEST
365,338,2025-01-01 00:42:46,DELIVERED,APAC
366,17,2025-05-17 01:24:42,DELIVERED,US-WEST
367,212,2024-10-09 03:02:13,DELIVERED,US-WEST
368,28,2026-06-14 19:03:43,DELIVERED,APAC
369,486,2025-07-11 14:26:17,DELIVERED,APAC
371,22,2026-02-13 19:15:56,SHIPPED,EU
372,51,2025-08-17 15:46:03,DELIVERED,US-WEST
373,100,2026-07-27 23:51:31,DELIVERED,US-EAST
374,7,2024-10-15 05:39:25,PLACED,EU
375,318,2025-10-25 07:33:52,SHIPPED,US-EAST
376,439,2024-09-30 22:12:34,DELIVERED,US-WEST
377,130,2026-06-10 23:57:05,DELIVERED,EU
379,133,2025-01-14 17:34:56,SHIPPED,US-WEST
380,252,2026-01-20 11:33:23,DELIVERED,US-EAST
382,335,2024-10-31 15:17:01,DELIVERED,EU
383,264,2025-08-19 16:04:49,PLACED,US-EAST
384,489,2024-12-02 21:03:03,DELIVERED,EU
385,29,2024-08-26 01:36:17,DELIVERED,EU
386,393,2025-04-17 17:32:00,DELIVERED,US-WEST
387,55,2026-05-30 02:16:40,SHIPPED,US-WEST
388,369,2026-04-22 20:50:50,RETURNED,EU
390,335,2026-04-27 17:23:50,SHIPPED,US-WEST
393,303,2024-11-06 23:39:19,SHIPPED,US-WEST
394,173,2026-06-23 07:46:05,RETURNED,US-WEST
395,110,2025-08-28 19:42:58,SHIPPED,US-WEST
398,396,2026-01-28 17:42:47,CANCELLED,APAC
399,313,2026-05-02 09:21:55,DELIVERED,US-EAST
400,179,2025-06-13 17:30:12,DELIVERED,US-EAST
401,277,2025-11-10 03:12:12,DELIVERED,US-EAST
402,351,2025-08-24 19:21:52,DELIVERED,US-EAST
403,108,2026-05-25 11:07:06,PLACED,US-EAST
404,276,2025-07-17 18:39:17,DELIVERED,US-WEST
405,167,2025-01-13 02:35:02,PLACED,US-EAST
407,111,2025-03-13 00:08:12,RETURNED,US-WEST
408,104,2025-05-28 02:47:40,DELIVERED,US-EAST
409,88,2024-11-22 00:21:22,DELIVERED,US-WEST
410,118,2024-08-08 02:56:04,SHIPPED,APAC
411,374,2025-08-17 04:05:52,DELIVERED,US-WEST
413,415,2024-11-07 20:24:40,DELIVERED,US-EAST
414,112,2025-02-25 14:37:26,SHIPPED,APAC
415,236,2025-08-25 18:22:58,DELIVERED,US-WEST
418,451,2026-02-02 12:34:54,SHIPPED,EU
419,188,2025-03-06 23:33:55,DELIVERED,US-EAST
420,71,2026-02-10 02:35:55,DELIVERED,US-WEST
421,165,2026-03-05 12:30:45,DELIVERED,US-EAST
422,257,2025-10-09 22:11:00,DELIVERED,EU
424,148,2025-09-04 07:57:51,DELIVERED,US-WEST
426,378,2026-05-05 22:35:54,DELIVERED,US-WEST
427,172,2025-06-15 06:46:36,DELIVERED,APAC
428,460,2025-01-29 17:11:22,PLACED,EU
429,181,2026-01-03 22:55:09,SHIPPED,EU
430,363,2025-11-14 15:49:30,DELIVERED,US-EAST
432,500,2025-01-08 08:09:16,CANCELLED,APAC
434,459,2025-10-30 13:59:00,DELIVERED,US-WEST
435,473,2025-08-12 06:41:21,SHIPPED,US-WEST
436,13,2026-03-06 23:25:39,SHIPPED,US-EAST
438,500,2025-12-19 15:01:35,DELIVERED,US-EAST
440,288,2025-11-16 11:00:10,DELIVERED,APAC
441,497,2025-08-23 11:09:11,DELIVERED,US-EAST
442,445,2025-02-12 12:32:07,DELIVERED,APAC
443,469,2024-12-15 13:33:10,DELIVERED,US-WEST
444,149,2024-09-19 08:45:44,DELIVERED,EU
446,148,2024-10-19 22:11:39,DELIVERED,US-EAST
447,497,2025-06-28 14:03:18,DELIVERED,EU
449,237,2025-12-24 09:39:58,RETURNED,APAC
450,25,2025-07-25 07:45:30,DELIVERED,US-WEST
451,86,2025-03-22 07:48:17,DELIVERED,EU
453,175,2026-07-08 19:27:15,DELIVERED,US-WEST
455,60,2026-07-10 17:15:39,DELIVERED,EU
456,306,2025-02-22 05:15:15,DELIVERED,US-EAST
457,73,2024-10-30 15:15:16,DELIVERED,APAC
460,472,2024-10-05 05:15:13,DELIVERED,US-EAST
461,483,2024-08-11 03:55:25,PLACED,US-WEST
463,3,2025-06-02 23:32:29,DELIVERED,APAC
464,226,2026-02-24 14:13:49,SHIPPED,APAC
465,58,2025-07-29 23:48:07,DELIVERED,APAC
466,286,2025-04-28 08:22:12,DELIVERED,APAC
467,500,2025-12-21 19:43:41,PLACED,APAC
469,268,2024-09-27 22:38:08,DELIVERED,US-EAST
470,87,2026-01-29 22:44:25,DELIVERED,APAC
471,372,2024-11-14 23:45:49,DELIVERED,APAC
472,487,2025-02-10 19:56:42,DELIVERED,US-EAST
474,196,2025-08-31 16:04:20,DELIVERED,US-EAST
475,253,2024-12-10 21:33:33,DELIVERED,EU
476,277,2026-05-15 19:35:45,DELIVERED,US-EAST
477,193,2025-01-29 20:23:58,SHIPPED,EU
478,221,2025-05-05 18:36:08,DELIVERED,APAC
481,380,2026-01-03 18:26:48,DELIVERED,APAC
482,180,2025-05-08 02:59:06,PLACED,US-EAST
485,51,2026-07-26 21:58:36,SHIPPED,EU
486,497,2024-12-23 17:16:26,PLACED,US-WEST
488,291,2024-10-07 23:08:24,SHIPPED,EU
489,340,2025-11-29 06:16:28,DELIVERED,APAC
491,381,2025-05-11 06:42:22,DELIVERED,APAC
492,31,2026-07-02 14:35:59,DELIVERED,EU
493,441,2026-06-14 08:56:07,SHIPPED,EU
495,217,2026-01-13 15:45:12,SHIPPED,EU
496,282,2026-01-25 16:24:31,DELIVERED,US-EAST
497,161,2025-09-05 07:54:36,DELIVERED,EU
498,204,2024-10-28 12:31:23,DELIVERED,US-EAST
499,487,2025-07-17 11:15:54,DELIVERED,US-EAST
500,427,2025-03-06 09:36:15,SHIPPED,APAC
501,110,2025-04-20 08:18:18,DELIVERED,APAC
502,58,2024-09-07 10:03:05,DELIVERED,US-WEST
504,123,2026-07-11 09:44:36,SHIPPED,US-EAST
505,227,2025-01-19 13:18:17,CANCELLED,EU
506,388,2025-06-13 03:13:19,DELIVERED,EU
507,209,2024-08-11 09:55:35,DELIVERED,APAC
508,431,2026-03-02 21:56:02,DELIVERED,US-WEST
509,181,2025-09-30 22:43:13,DELIVERED,US-EAST
510,95,2025-05-16 03:45:00,PLACED,EU
511,81,2025-01-24 18:01:10,DELIVERED,US-WEST
512,406,2026-07-08 04:01:30,DELIVERED,US-WEST
513,410,2025-09-28 07:20:45,DELIVERED,APAC
515,102,2025-12-15 14:25:10,RETURNED,EU
516,88,2024-11-21 11:39:10,DELIVERED,APAC
517,115,2026-02-13 16:52:20,DELIVERED,EU
518,221,2025-01-28 20:38:17,DELIVERED,US-WEST
520,351,2025-12-13 19:19:04,DELIVERED,APAC
521,363,2025-04-04 07:03:35,SHIPPED,US-EAST
522,466,2026-07-08 18:19:29,DELIVERED,UNKNOWN
523,196,2026-02-05 12:08:35,SHIPPED,US-EAST
524,258,2024-09-13 05:29:44,SHIPPED,APAC
525,23,2025-04-16 18:21:40,SHIPPED,EU
526,449,2024-11-20 16:51:30,DELIVERED,APAC
527,252,2025-08-26 16:20:41,SHIPPED,APAC
528,118,2024-10-17 18:17:23,CANCELLED,US-EAST
529,21,2025-07-22 07:02:50,DELIVERED,US-EAST
530,64,2025-03-19 11:27:08,DELIVERED,EU
531,109,2025-09-11 17:27:35,SHIPPED,APAC
532,256,2025-11-13 16:16:50,DELIVERED,US-EAST
533,488,2025-04-10 18:48:02,RETURNED,APAC
534,305,2026-05-12 23:15:49,DELIVERED,APAC
535,376,2026-01-17 06:26:47,PLACED,EU
536,37,2024-08-15 23:57:48,DELIVERED,US-WEST
538,335,2026-01-10 20:33:39,DELIVERED,EU
539,184,2025-01-30 07:11:52,DELIVERED,APAC
540,217,2024-08-29 05:28:29,DELIVERED,APAC
541,499,2025-12-28 21:23:48,DELIVERED,APAC
542,43,2025-09-12 05:15:57,DELIVERED,US-WEST
544,212,2025-07-23 22:25:25,DELIVERED,EU
545,9,2025-09-17 19:40:12,DELIVERED,APAC
546,361,2025-08-31 23:34:33,CANCELLED,EU
547,415,2025-03-24 12:58:39,PLACED,US-EAST
548,203,2025-07-08 02:33:29,DELIVERED,APAC
549,316,2026-04-25 08:44:07,SHIPPED,EU
551,124,2026-04-20 04:24:53,SHIPPED,EU
553,441,2025-08-22 21:01:39,PLACED,APAC
554,323,2025-06-24 05:43:52,DELIVERED,EU
555,263,2026-03-21 04:06:54,PLACED,APAC
556,10,2025-08-30 12:18:19,SHIPPED,APAC
558,260,2026-02-17 10:31:35,SHIPPED,APAC
559,365,2025-08-04 12:11:36,DELIVERED,EU
560,433,2026-01-17 14:39:21,SHIPPED,APAC
561,311,2026-05-06 12:05:04,PLACED,US-WEST
562,10,2025-10-26 12:08:39,DELIVERED,US-EAST
563,59,2025-04-23 00:10:55,DELIVERED,EU
564,395,2025-10-26 20:14:42,CANCELLED,US-EAST
565,225,2025-03-22 08:41:11,PLACED,US-EAST
566,54,2024-09-15 15:05:07,DELIVERED,EU
567,256,2026-07-06 22:45:23,SHIPPED,US-WEST
568,497,2026-03-20 21:39:28,SHIPPED,EU
569,137,2024-12-16 22:16:17,DELIVERED,US-WEST
570,404,2025-12-11 19:41:21,DELIVERED,APAC
572,396,2024-11-20 20:35:20,PLACED,US-WEST
573,324,2025-02-22 23:00:59,DELIVERED,APAC
574,284,2025-05-26 08:47:21,DELIVERED,EU
575,76,2025-03-23 07:58:15,DELIVERED,APAC
576,401,2024-10-09 15:20:14,DELIVERED,EU
577,451,2025-11-24 01:40:34,DELIVERED,EU
579,372,2026-06-15 12:40:20,DELIVERED,EU
580,25,2024-12-08 17:39:02,RETURNED,US-EAST
581,413,2024-08-23 05:39:15,SHIPPED,US-WEST
582,402,2024-10-17 12:23:55,DELIVERED,US-WEST
583,99,2024-12-18 04:51:37,PLACED,APAC
584,455,2024-08-23 15:10:03,DELIVERED,APAC
585,203,2025-11-11 13:36:30,DELIVERED,APAC
586,84,2025-05-10 21:31:47,DELIVERED,US-EAST
587,17,2025-07-23 19:13:52,DELIVERED,APAC
589,406,2025-10-05 00:50:00,SHIPPED,EU
591,232,2025-01-08 10:26:12,DELIVERED,US-WEST
592,236,2026-01-06 01:49:02,DELIVERED,US-EAST
595,287,2025-11-21 18:40:24,DELIVERED,US-WEST
597,297,2026-03-30 09:44:42,CANCELLED,US-EAST
598,175,2025-07-07 20:40:59,RETURNED,EU
599,278,2025-11-09 11:58:31,DELIVERED,EU
602,198,2026-05-11 23:21:36,DELIVERED,US-EAST
604,403,2026-03-02 19:28:07,SHIPPED,US-WEST
605,277,2024-09-11 22:49:01,DELIVERED,APAC
607,195,2025-08-21 07:58:16,DELIVERED,EU
608,289,2026-01-18 01:54:22,SHIPPED,EU
609,259,2026-04-01 03:23:31,DELIVERED,EU
610,140,2024-09-26 06:35:00,DELIVERED,UNKNOWN
612,251,2025-08-14 09:01:37,DELIVERED,US-EAST
613,418,2024-10-13 06:19:44,DELIVERED,EU
615,389,2025-05-08 12:19:12,SHIPPED,EU
616,253,2024-12-19 07:10:15,RETURNED,UNKNOWN
